"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 17 12:20:02 GMT 2023","Thu Aug 17 12:20:02 GMT 2023","7","tests.SuperTest","Command line test","tests.SuperTest","tests.SuperTest","someTest","someTest",""
